,Time,Amount,Transaction Method,Transaction Id,Location,Type of Card,Bank,Class
0,-126712.41204254559,906.7911620439044,-6.927605593867761,0.2957670626185335,0.4390989047004685,-0.14314236921217152,1.439381446416987,0
1,72887.61734571647,566.6582876456986,-0.9766929807776588,1.5777372433653372,-1.887887110494997,1.390003354915193,0.195436192622726,0
2,-44634.38777220193,622.7273406612773,-4.253130862019378,-0.7242001712018091,0.9902829633745206,3.9429987062950533,1.0382044468846048,1
3,116515.61004037944,655.3447339892912,-1.6239988114578976,0.04676661518827966,-0.49087669939181866,-1.0136621738959015,0.6352980922905762,0
4,-74297.2854055645,-589.7793936876153,-5.324661652181299,-0.17220960097284296,0.2655846881946212,0.42427027675767504,0.7955979142845011,0
5,84573.66570254696,-5.354286145966793,-0.5178678281266764,2.7612816639702107,-3.430048725721999,-0.3738427346251346,-0.5202198485824102,0
6,-95351.29829556975,-449.5446312023665,37.305026502949,-7.774749249600089,-1.8935139793359268,-4.9449505322735305,-0.9146051090733481,1
7,131655.67217363778,-79.37596509783822,-1.0531209685319654,-0.17079765570926084,-0.544490830119291,-0.7139186946824563,0.7210363703015119,0
8,-83418.28554243724,-588.5501950143833,-5.543359592676913,0.006706641484153023,0.13251255676314774,-0.1070316985938913,0.8305223495576701,0
9,69295.56896239718,1139.3543291760213,-2.8930454996901407,0.5706698929594787,-0.5680912859707941,-1.4793270620813714,-0.5994864673544592,0
10,41460.66566320983,-5.99764185649745,-3.506792060072917,-0.011170395229974466,-0.030059171015167266,-1.6967015150780609,-0.3031664884411341,0
11,138743.6633242808,23.225911839691005,8.844792918932402,-0.8929183893095424,2.491724731661667,1.294477138726373,1.1007835062695048,1
12,-12742.43519553221,1185.4220166811817,-4.722269796328311,0.3854787264410947,-0.33623598816832506,-0.9666750427135399,0.4915614645705893,0
13,21977.714001436118,-578.6438951571785,-3.2716891432381794,-0.19034304166427723,-0.15522380922815687,-0.23567549170172597,0.8411392887782059,0
14,84803.63587328767,348.6651562663721,-2.2529704194354916,-0.09559402121577786,-0.311465144900343,-0.11845780036715592,0.6506498985202648,0
15,-105497.3903487558,650.5839661354105,-5.430685465843437,1.6308717075418102,-0.8793605366176721,0.5336176490799618,0.25279120903861746,0
16,-110371.40760755012,849.180271391383,16.131642190527817,-9.322945709803063,4.383870341138812,-2.418601483811654,0.940872035041736,1
17,125756.74473889894,-942.8685706218835,16.669000937579217,-4.744587575447723,0.26102294212143134,1.6020813101104747,-0.4677069636550336,1
18,45414.76882837902,-1226.663422607117,-2.7401381305397834,-0.2012685712174929,-0.41414183371549407,-1.0203494733430032,0.7282372511580767,0
19,62203.63447876103,363.7551834440286,-2.975692190322224,0.17946214215827952,-0.0968833711377659,-1.407155047297628,-0.3995177365051621,0
20,67752.63955789412,304.22437042135687,-2.177904871540754,-0.546537909790487,0.17967916212455082,1.9489697043615564,0.7804512653723592,0
21,-108600.39462010433,701.321796051408,-6.4989752096009274,0.5722549987542618,0.059232463346421245,-0.24647953615135454,-0.10702550886756719,0
22,41713.6951599726,-354.976120568635,-2.9881212207193473,-0.14129776842179564,-0.2705519763146112,-0.6360969069021764,0.7749240885837536,0
23,-112642.30942418438,-307.019784831711,-6.433624463282498,0.14194589633196084,0.11580606247618166,-0.5636241523436476,0.8522470001175211,0
24,1846.7322997449685,-796.3450814974187,-3.75957694055879,-0.15209825743869107,-0.07108911312097056,-0.540484748963544,0.6289473648169775,0
25,-95059.23667997304,-1179.5195048746377,40.33217353448047,-3.186717096253738,-7.006735569219859,-3.895684607292682,-2.1457579796331743,1
26,-82980.33674344892,17.486853278613502,-5.967983546696772,0.14964884416634874,0.06679152113749214,-0.8599583912715159,0.7653728995361383,0
27,105447.71140126385,-544.5904739892734,-1.3865441486070273,-0.37848162652626266,-0.2982636415430531,0.12523469779811477,0.6551130109967043,0
28,114003.66819359401,-36.862098632232595,14.778273536305031,-6.546760251330923,2.8397485579783956,8.6136231301335,0.23779439860908408,1
29,126646.60959055797,661.2007902373008,-1.4601414807005633,-0.02782462307810897,-0.4625918034551417,-0.818762599954563,0.7376642759804651,0
30,-137497.3273512475,-96.12006834506201,-6.394900194566579,-0.07789992317109995,0.48994796820447967,1.22281239044591,-1.2579500774070225,1
31,105727.66788442242,-34.56028192737347,18.06757517759834,-6.688747245952366,3.514915235911498,5.53619453592959,-2.0134047683337912,1
32,-127525.25413748142,-962.277378344509,-6.291289905741978,0.1767758114275782,0.2533446237115282,-0.028014556354345695,0.5687253802512992,0
33,-76056.39803550865,743.0719060464323,-5.847908174126837,0.22689373772214497,0.13878482811661821,-0.3821257432385135,0.9116997989022156,0
34,27494.67013585455,-59.177759900480275,-3.159272060017409,-0.17356739930345547,-0.16878590805861984,0.3987081505982696,0.8733010799858261,0
35,135466.6552479447,120.9463100960945,-0.8388791487947935,-0.17286793992427782,-0.25843855069618593,0.09931400217136196,-0.07411958195786286,0
36,5421.726776416158,-731.0429448928356,-3.224908541810699,1.053183947547917,-1.0717941591444589,-0.9205974135041685,-0.36278704124609257,0
37,112237.67495187982,-113.0166881475352,-1.6460145584414894,-0.041651817065524205,-0.5728770835044799,-1.1660381841489273,0.40879077134675795,0
38,-49244.29243577493,-505.6618930952035,-3.608808782589018,-1.4067196980173315,1.5174128474833866,6.5840014288689845,0.7461779570056246,1
39,62922.58397458393,961.8159344300514,-2.69296646570615,-0.08059264351651635,-0.12306946196508912,0.2960462563873525,0.9961747323338077,0
40,-137351.22931826703,-1256.1076168487523,-6.660313968670664,-0.07674549774745293,0.283683115663071,-0.12835744271942495,0.8310613728458173,0
41,74395.75895381103,-1112.209826878255,11.55374217050874,-4.842931039195605,1.051679464719954,-3.5981020080248096,0.041212132195673,1
42,-43382.39021823618,651.8328635431728,-5.0318364834322145,-0.023700185647759716,0.3265104075576404,0.2821235115132205,1.0091474623352816,0
43,-87242.43660519434,1199.1265456152812,-6.168945830007344,0.30029870066022013,0.19432127747098937,-0.15030705809369152,1.0219137554900182,0
44,-126050.23374225604,-1215.1399308102075,41.34231395226856,2.8495953597723545,-0.4809312206747797,7.2758493481881565,1.5025322714365152,1
45,93469.5800370834,1009.3970790087354,-2.1457832236106844,0.20871580180175303,-0.19754005948448036,-0.612368224629722,-0.18086064553322498,0
46,-108096.34138931872,71.36442468230956,-6.459401609196149,0.20286574290764234,0.36203961083388864,-0.5909193413394597,0.07861109074233977,0
47,44379.721581696554,-667.7508667084445,-2.4467189079565372,0.5997715614067776,-1.1098620732305564,-0.41437607533301346,0.02796296185356458,0
48,4388.588710999661,902.8697252816576,-3.2208821157011505,1.9775250455355162,-0.6425999799438573,0.1714303116602182,-0.8583347699881313,0
49,-73791.26586982701,-827.7289541946184,20.687040621445604,1.0384257057222808,-7.2127783210682,3.5669550115437185,-1.8833414996715974,1
50,-68394.25221246984,-982.280634732468,-5.2495468829291845,-0.09365507161343507,0.08797600003914353,-0.3303559254106282,0.7263467416395771,0
51,-136767.29869453493,-435.05831102374293,-6.905160733379563,0.09660797861854205,0.31247733126827915,-0.41096551935219466,0.9357243560995897,0
52,-101607.38458564196,582.912667223678,-6.318096408494409,0.07950619684076637,0.45404449999312124,0.22397158607619083,1.0695774872944934,0
53,-10982.281784410228,-630.429185495553,-3.444428459236111,-0.3571458716086915,0.29440843264335237,1.661757479853525,0.0651002340825182,0
54,-14084.409947062102,886.3088220888168,-4.072986579136265,0.15791911715956114,0.08841484563567523,1.0491891904390798,-0.07150652740163477,1
55,3338.741003926708,-899.2188711817442,-3.63956864815966,-0.3102187619390391,0.10051676090835933,-0.027979948619395675,0.7526479042408067,0
56,96300.62998652911,418.6364515335063,-1.9027256305670248,-0.15324228196067818,-0.2920246472975205,-0.11302206219367936,0.7179097059610379,0
